 iteration        1/    1000 | consumed samples:         1024 | consumed tokens:       262144 | elapsed time per iteration (ms): 83781.7 | learning rate: 6.000E-05 | global batch size:  1024 | lm loss: 1.082687E+01 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.222 | tokens per gpu per second (tgs): 1564.447 | TFLOPs: 1.35 |
 iteration      303/    1000 | consumed samples:       310272 | consumed tokens:     79429632 | elapsed time per iteration (ms): 82224.5 | learning rate: 4.866E-05 | global batch size:  1024 | lm loss: 6.798481E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.454 | tokens per gpu per second (tgs): 1594.074 | TFLOPs: 1.37 |
 iteration      304/    1000 | consumed samples:       311296 | consumed tokens:     79691776 | elapsed time per iteration (ms): 82245.8 | learning rate: 4.859E-05 | global batch size:  1024 | lm loss: 6.794553E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.450 | tokens per gpu per second (tgs): 1593.663 | TFLOPs: 1.37 |
 iteration      305/    1000 | consumed samples:       312320 | consumed tokens:     79953920 | elapsed time per iteration (ms): 82319.1 | learning rate: 4.853E-05 | global batch size:  1024 | lm loss: 6.798812E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.439 | tokens per gpu per second (tgs): 1592.242 | TFLOPs: 1.37 |
 iteration      306/    1000 | consumed samples:       313344 | consumed tokens:     80216064 | elapsed time per iteration (ms): 82296.6 | learning rate: 4.846E-05 | global batch size:  1024 | lm loss: 6.797614E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.443 | tokens per gpu per second (tgs): 1592.678 | TFLOPs: 1.37 |
 iteration      307/    1000 | consumed samples:       314368 | consumed tokens:     80478208 | elapsed time per iteration (ms): 82384.4 | learning rate: 4.839E-05 | global batch size:  1024 | lm loss: 6.799695E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.430 | tokens per gpu per second (tgs): 1590.980 | TFLOPs: 1.37 |
 iteration      308/    1000 | consumed samples:       315392 | consumed tokens:     80740352 | elapsed time per iteration (ms): 82382.9 | learning rate: 4.832E-05 | global batch size:  1024 | lm loss: 6.777466E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.430 | tokens per gpu per second (tgs): 1591.010 | TFLOPs: 1.37 |
 iteration      309/    1000 | consumed samples:       316416 | consumed tokens:     81002496 | elapsed time per iteration (ms): 82886.9 | learning rate: 4.825E-05 | global batch size:  1024 | lm loss: 6.771770E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.354 | tokens per gpu per second (tgs): 1581.335 | TFLOPs: 1.36 |
 iteration      310/    1000 | consumed samples:       317440 | consumed tokens:     81264640 | elapsed time per iteration (ms): 82572.4 | learning rate: 4.818E-05 | global batch size:  1024 | lm loss: 6.773746E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.401 | tokens per gpu per second (tgs): 1587.359 | TFLOPs: 1.37 |
 iteration      311/    1000 | consumed samples:       318464 | consumed tokens:     81526784 | elapsed time per iteration (ms): 82627.8 | learning rate: 4.811E-05 | global batch size:  1024 | lm loss: 6.769234E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.393 | tokens per gpu per second (tgs): 1586.295 | TFLOPs: 1.36 |
 iteration      312/    1000 | consumed samples:       319488 | consumed tokens:     81788928 | elapsed time per iteration (ms): 82777.0 | learning rate: 4.804E-05 | global batch size:  1024 | lm loss: 6.736939E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.371 | tokens per gpu per second (tgs): 1583.434 | TFLOPs: 1.36 |
 iteration      313/    1000 | consumed samples:       320512 | consumed tokens:     82051072 | elapsed time per iteration (ms): 82769.2 | learning rate: 4.797E-05 | global batch size:  1024 | lm loss: 6.770407E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.372 | tokens per gpu per second (tgs): 1583.584 | TFLOPs: 1.36 |
 iteration      314/    1000 | consumed samples:       321536 | consumed tokens:     82313216 | elapsed time per iteration (ms): 82875.7 | learning rate: 4.789E-05 | global batch size:  1024 | lm loss: 6.770164E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.356 | tokens per gpu per second (tgs): 1581.550 | TFLOPs: 1.36 |
 iteration      315/    1000 | consumed samples:       322560 | consumed tokens:     82575360 | elapsed time per iteration (ms): 83090.3 | learning rate: 4.782E-05 | global batch size:  1024 | lm loss: 6.770906E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.324 | tokens per gpu per second (tgs): 1577.465 | TFLOPs: 1.36 |
 iteration      316/    1000 | consumed samples:       323584 | consumed tokens:     82837504 | elapsed time per iteration (ms): 83032.1 | learning rate: 4.775E-05 | global batch size:  1024 | lm loss: 6.737895E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.333 | tokens per gpu per second (tgs): 1578.570 | TFLOPs: 1.36 |
 iteration      317/    1000 | consumed samples:       324608 | consumed tokens:     83099648 | elapsed time per iteration (ms): 82702.1 | learning rate: 4.768E-05 | global batch size:  1024 | lm loss: 6.759534E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.382 | tokens per gpu per second (tgs): 1584.868 | TFLOPs: 1.36 |
 iteration      318/    1000 | consumed samples:       325632 | consumed tokens:     83361792 | elapsed time per iteration (ms): 82803.2 | learning rate: 4.761E-05 | global batch size:  1024 | lm loss: 6.748614E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.367 | tokens per gpu per second (tgs): 1582.934 | TFLOPs: 1.36 |
 iteration      319/    1000 | consumed samples:       326656 | consumed tokens:     83623936 | elapsed time per iteration (ms): 82751.5 | learning rate: 4.754E-05 | global batch size:  1024 | lm loss: 6.749431E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.374 | tokens per gpu per second (tgs): 1583.923 | TFLOPs: 1.36 |
 iteration      320/    1000 | consumed samples:       327680 | consumed tokens:     83886080 | elapsed time per iteration (ms): 82855.8 | learning rate: 4.747E-05 | global batch size:  1024 | lm loss: 6.783949E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.359 | tokens per gpu per second (tgs): 1581.930 | TFLOPs: 1.36 |
 iteration      321/    1000 | consumed samples:       328704 | consumed tokens:     84148224 | elapsed time per iteration (ms): 82934.7 | learning rate: 4.740E-05 | global batch size:  1024 | lm loss: 6.782469E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.347 | tokens per gpu per second (tgs): 1580.425 | TFLOPs: 1.36 |
 iteration      322/    1000 | consumed samples:       329728 | consumed tokens:     84410368 | elapsed time per iteration (ms): 82837.6 | learning rate: 4.732E-05 | global batch size:  1024 | lm loss: 6.758117E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.362 | tokens per gpu per second (tgs): 1582.276 | TFLOPs: 1.36 |
 iteration      323/    1000 | consumed samples:       330752 | consumed tokens:     84672512 | elapsed time per iteration (ms): 82845.8 | learning rate: 4.725E-05 | global batch size:  1024 | lm loss: 6.761366E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.360 | tokens per gpu per second (tgs): 1582.119 | TFLOPs: 1.36 |
 iteration      324/    1000 | consumed samples:       331776 | consumed tokens:     84934656 | elapsed time per iteration (ms): 82922.2 | learning rate: 4.718E-05 | global batch size:  1024 | lm loss: 6.726208E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.349 | tokens per gpu per second (tgs): 1580.662 | TFLOPs: 1.36 |
 iteration      325/    1000 | consumed samples:       332800 | consumed tokens:     85196800 | elapsed time per iteration (ms): 83037.3 | learning rate: 4.711E-05 | global batch size:  1024 | lm loss: 6.740101E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.332 | tokens per gpu per second (tgs): 1578.472 | TFLOPs: 1.36 |
 iteration      326/    1000 | consumed samples:       333824 | consumed tokens:     85458944 | elapsed time per iteration (ms): 82853.8 | learning rate: 4.704E-05 | global batch size:  1024 | lm loss: 6.725351E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.359 | tokens per gpu per second (tgs): 1581.967 | TFLOPs: 1.36 |
 iteration      327/    1000 | consumed samples:       334848 | consumed tokens:     85721088 | elapsed time per iteration (ms): 82647.4 | learning rate: 4.696E-05 | global batch size:  1024 | lm loss: 6.756808E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.390 | tokens per gpu per second (tgs): 1585.918 | TFLOPs: 1.36 |
 iteration      328/    1000 | consumed samples:       335872 | consumed tokens:     85983232 | elapsed time per iteration (ms): 82752.3 | learning rate: 4.689E-05 | global batch size:  1024 | lm loss: 6.735401E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.374 | tokens per gpu per second (tgs): 1583.909 | TFLOPs: 1.36 |
 iteration      329/    1000 | consumed samples:       336896 | consumed tokens:     86245376 | elapsed time per iteration (ms): 82912.3 | learning rate: 4.682E-05 | global batch size:  1024 | lm loss: 6.723931E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.350 | tokens per gpu per second (tgs): 1580.852 | TFLOPs: 1.36 |
 iteration      330/    1000 | consumed samples:       337920 | consumed tokens:     86507520 | elapsed time per iteration (ms): 83090.3 | learning rate: 4.674E-05 | global batch size:  1024 | lm loss: 6.720900E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.324 | tokens per gpu per second (tgs): 1577.464 | TFLOPs: 1.36 |
 iteration      331/    1000 | consumed samples:       338944 | consumed tokens:     86769664 | elapsed time per iteration (ms): 82714.9 | learning rate: 4.667E-05 | global batch size:  1024 | lm loss: 6.707383E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.380 | tokens per gpu per second (tgs): 1584.624 | TFLOPs: 1.36 |
 iteration      332/    1000 | consumed samples:       339968 | consumed tokens:     87031808 | elapsed time per iteration (ms): 82909.2 | learning rate: 4.660E-05 | global batch size:  1024 | lm loss: 6.727104E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.351 | tokens per gpu per second (tgs): 1580.910 | TFLOPs: 1.36 |
 iteration      333/    1000 | consumed samples:       340992 | consumed tokens:     87293952 | elapsed time per iteration (ms): 82814.2 | learning rate: 4.652E-05 | global batch size:  1024 | lm loss: 6.699788E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.365 | tokens per gpu per second (tgs): 1582.723 | TFLOPs: 1.36 |
 iteration      334/    1000 | consumed samples:       342016 | consumed tokens:     87556096 | elapsed time per iteration (ms): 82916.9 | learning rate: 4.645E-05 | global batch size:  1024 | lm loss: 6.721941E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.350 | tokens per gpu per second (tgs): 1580.763 | TFLOPs: 1.36 |
 iteration      335/    1000 | consumed samples:       343040 | consumed tokens:     87818240 | elapsed time per iteration (ms): 82895.8 | learning rate: 4.638E-05 | global batch size:  1024 | lm loss: 6.688610E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.353 | tokens per gpu per second (tgs): 1581.166 | TFLOPs: 1.36 |
 iteration      336/    1000 | consumed samples:       344064 | consumed tokens:     88080384 | elapsed time per iteration (ms): 82307.5 | learning rate: 4.630E-05 | global batch size:  1024 | lm loss: 6.693727E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.441 | tokens per gpu per second (tgs): 1592.468 | TFLOPs: 1.37 |
 iteration      337/    1000 | consumed samples:       345088 | consumed tokens:     88342528 | elapsed time per iteration (ms): 82176.4 | learning rate: 4.623E-05 | global batch size:  1024 | lm loss: 6.713164E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.461 | tokens per gpu per second (tgs): 1595.007 | TFLOPs: 1.37 |
 iteration      338/    1000 | consumed samples:       346112 | consumed tokens:     88604672 | elapsed time per iteration (ms): 82014.9 | learning rate: 4.616E-05 | global batch size:  1024 | lm loss: 6.715696E+00 | loss scale: 1.0 | actual seqlen:   256 | number of skipped iterations:   0 | number of nan iterations:   0 | samples per second: 12.486 | tokens per gpu per second (tgs): 1598.149 | TFLOPs: 1.37 |
